Personel_ID,Yaka_Tipi,Cinsiyet,Yas,Medeni_Hal,Cocuk_Sayisi,Ilce,Mesafe_KM,Lojman_Kullanimi,Sertifika_Sayisi,Egitim_Saati_Yil,Seyahat_Sikligi,Toplam_Tecrube_Yil,Sirketteki_Yil,MKE_Oncesi_Tecrube,Ayni_Unvanda_Yil,Son_Terfi_Gecen_Yil,Mevcut_Yonetici_Yil,Birim_Degisim_Sayisi,Departman,Unvan,Egitim_Seviyesi,Maas_TL,Aylik_Mesai_Saat,Vardiya_Tipi,Vardiya_Rotasyon_Sikligi,Is_Kazasi_Gecmisi,Sendika_Sozlesme_Kalan_Ay,Kullanilan_Izin_Gun,Son_Zam_Orani,Son_Zamdan_Beri_Ay,Performans_Puani,Ortam_Memnuniyeti,Is_Memnuniyeti,Ekip_Uyum_Puani,Is_Ozel_Hayat_Dengesi,Istifa_Etti_Mi
MKE-10098,Mavi,Erkek,36,Evli,1,Cankaya,18,0,1,9,Seyahat Yok,4,1,3,0,0,1,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,31452,50,Uc Vardiya,Haftalik,0,18,14,50.98346230890006,9,2,4,5,4,5,0
MKE-10099,Mavi,Erkek,55,Evli,1,Cankaya,36,0,2,16,Seyahat Yok,4,4,0,1,1,4,0,Silah Fabrikasi,Teknisyen,Lise,35224,29,Uc Vardiya,Aylik,0,21,18,49.025944756269574,1,5,1,2,2,1,0
MKE-10100,Mavi,Kadin,38,Evli,1,MKE Lojmanlari,2,1,2,9,Seyahat Yok,5,4,1,3,1,3,0,Bakim Onarim,Teknisyen,Lise,33281,21,Uc Vardiya,Haftalik,0,6,21,49.90601488907136,7,3,4,4,4,4,0
MKE-10101,Mavi,Erkek,42,Bekar,0,MKE Lojmanlari,1,1,0,7,Seyahat Yok,8,6,2,2,0,1,0,Silah Fabrikasi,Atolye Ustasi,Lise,42984,23,Iki Vardiya,Aylik,0,22,23,48.40501062651905,6,1,4,4,4,4,0
MKE-10102,Mavi,Erkek,41,Bekar,0,MKE Lojmanlari,2,1,0,17,Seyahat Yok,23,16,7,10,5,5,1,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,44038,30,Iki Vardiya,Haftalik,0,7,25,37.495013189130894,4,1,4,5,5,4,0
MKE-10103,Mavi,Erkek,43,Evli,1,MKE Lojmanlari,1,1,0,4,Seyahat Yok,4,4,0,3,0,4,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,34249,29,Iki Vardiya,Haftalik,0,22,24,45.49336428582723,9,3,4,5,5,3,0
MKE-10104,Mavi,Erkek,49,Evli,2,MKE Lojmanlari,2,1,1,14,Seyahat Yok,11,11,0,5,3,1,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,46215,20,Iki Vardiya,Haftalik,0,18,15,42.51508927886769,5,3,5,4,5,4,0
MKE-10105,Mavi,Erkek,24,Bekar,0,MKE Lojmanlari,3,1,2,13,Seyahat Yok,6,6,0,0,0,1,0,Muhimmat Fabrikasi,Teknisyen,On Lisans,33619,18,Iki Vardiya,Haftalik,0,16,22,41.47408698443247,2,3,4,3,5,5,0
MKE-10106,Beyaz,Kadin,55,Bekar,0,Cankaya,37,0,2,36,Seyahat Yok,17,11,6,7,4,2,1,IK,Takim Lideri,Doktora,106917,43,Yok,Yok,0,0,19,50.88519577105315,4,3,4,5,4,4,0
MKE-10107,Mavi,Erkek,29,Bekar,0,Etimesgut,34,0,0,17,Seyahat Yok,11,6,5,4,4,2,0,Muhimmat Fabrikasi,Teknisyen,Lise,33765,48,Uc Vardiya,Haftalik,0,20,16,41.10913373103786,10,2,4,5,4,4,0
MKE-10108,Beyaz,Erkek,47,Evli,3,Cankaya,52,0,3,35,Nadiren,13,4,9,2,0,1,0,Satinalma,Kidemli Muhendis,Lisans,66006,33,Yok,Yok,0,0,16,50.99149139271976,12,3,4,5,5,2,1
MKE-10109,Beyaz,Kadin,50,Evli,1,MKE Lojmanlari,1,1,5,48,Nadiren,8,1,7,0,0,1,0,IK,Kidemli Muhendis,Lisans,64690,7,Yok,Yok,0,0,21,50.61969640694467,2,3,5,4,4,4,1
MKE-10110,Mavi,Erkek,27,Bekar,0,MKE Lojmanlari,2,1,0,8,Seyahat Yok,5,1,4,0,0,1,0,Silah Fabrikasi,Operator,Lise,25956,57,Uc Vardiya,Aylik,0,15,20,52.40101999143047,5,3,1,1,3,1,0
MKE-10111,Beyaz,Kadin,37,Bekar,0,Cankaya,16,0,1,18,Seyahat Yok,8,6,2,2,2,2,0,Kalite Yonetim,Kidemli Muhendis,Lisans,77021,15,Yok,Yok,0,0,17,33.24853430669853,5,3,3,4,5,4,0
MKE-10112,Beyaz,Erkek,53,Evli,1,Mamaj,13,0,4,15,Nadiren,7,3,4,1,0,1,0,AR-GE Tasarim,Muhendis,Lisans,51650,7,Yok,Yok,0,0,14,34.075883423289774,4,3,4,3,5,3,0
MKE-10113,Beyaz,Erkek,25,Bekar,0,Kalebasi,23,0,3,24,Seyahat Yok,2,1,1,0,0,1,0,Kalite Yonetim,Uzman,Lisans,47691,39,Yok,Yok,0,0,22,37.74469648022748,7,2,4,5,5,3,0
MKE-10114,Beyaz,Kadin,40,Evli,1,Kalebasi,21,0,1,33,Seyahat Yok,16,8,8,2,0,3,1,Satinalma,Kidemli Muhendis,Lisans,74136,37,Yok,Yok,0,0,19,31.41464140366789,7,3,5,4,5,4,0
MKE-10115,Mavi,Erkek,41,Evli,3,Etimesgut,25,0,1,12,Seyahat Yok,18,10,8,9,0,2,1,Muhimmat Fabrikasi,Basusta,Lise,53025,31,Uc Vardiya,Haftalik,0,10,16,37.18654162243125,10,3,4,4,5,3,0
MKE-10116,Mavi,Erkek,41,Evli,2,Cankaya,39,0,1,12,Seyahat Yok,12,3,9,1,1,3,0,Bakim Onarim,Teknisyen,Lise,31130,21,Uc Vardiya,Haftalik,0,19,23,35.327125217120205,3,3,1,2,3,2,0
MKE-10117,Beyaz,Erkek,25,Bekar,0,Cankaya,39,0,2,49,Nadiren,1,1,0,0,0,2,0,AR-GE Tasarim,Muhendis,Doktora,61721,14,Yok,Yok,0,0,17,52.863716596213976,12,3,5,5,5,4,0
MKE-10118,Mavi,Erkek,41,Evli,1,MKE Lojmanlari,3,1,2,13,Seyahat Yok,13,8,5,3,2,1,0,Gazi Fisek Fabrikasi,Teknisyen,On Lisans,31810,35,Iki Vardiya,Aylik,0,16,15,50.57459512604419,11,4,4,5,4,4,0
MKE-10119,Beyaz,Erkek,38,Bekar,0,Etimesgut,28,0,2,29,Seyahat Yok,9,6,3,3,3,1,0,IK,Kidemli Muhendis,Lisans,76058,42,Yok,Yok,0,0,25,42.50200295678957,11,3,4,4,5,4,0
MKE-10120,Mavi,Erkek,22,Evli,1,Mamaj,17,0,0,4,Seyahat Yok,3,3,0,0,0,2,0,Silah Fabrikasi,Operator,Lise,26120,64,Uc Vardiya,Aylik,0,3,17,41.08266273792938,10,4,1,1,2,2,0
MKE-10121,Beyaz,Erkek,53,Evli,1,Cankaya,42,0,4,37,Nadiren,23,5,18,0,0,1,0,Satinalma,Takim Lideri,Lisans,90921,9,Yok,Yok,0,0,16,30.331275837597765,9,3,3,4,4,2,1
MKE-10122,Mavi,Erkek,42,Evli,1,Etimesgut,39,0,1,10,Seyahat Yok,2,1,1,0,0,2,0,Silah Fabrikasi,Operator,On Lisans,25629,55,Uc Vardiya,Haftalik,0,11,20,36.69001997154269,6,3,5,5,5,5,0
MKE-10123,Mavi,Erkek,54,Bekar,0,Kalebasi,54,0,2,16,Seyahat Yok,33,19,14,17,1,3,0,Gazi Fisek Fabrikasi,Basusta,On Lisans,52084,48,Uc Vardiya,Haftalik,0,17,18,46.97244312694601,10,4,1,1,2,2,0
MKE-10124,Mavi,Erkek,36,Bekar,0,MKE Lojmanlari,3,1,1,12,Seyahat Yok,11,10,1,7,7,1,0,Bakim Onarim,Atolye Ustasi,On Lisans,45914,16,Iki Vardiya,Haftalik,0,19,16,40.243480911073476,9,1,5,5,4,3,0
MKE-10125,Mavi,Erkek,57,Evli,1,Yenimahalle,21,0,1,17,Seyahat Yok,15,12,3,5,3,5,2,Bakim Onarim,Basusta,Lise,57881,30,Uc Vardiya,Haftalik,0,11,14,45.799717009904725,2,3,5,4,4,4,0
MKE-10126,Beyaz,Kadin,53,Evli,1,Yenimahalle,38,0,5,36,Nadiren,26,20,6,6,3,1,3,AR-GE Tasarim,Kidemli Muhendis,Lisans,77273,25,Yok,Yok,0,0,23,40.37428038500195,11,3,4,4,4,3,0
MKE-10127,Mavi,Kadin,32,Bekar,0,MKE Lojmanlari,1,1,1,16,Seyahat Yok,1,1,0,0,0,1,0,Silah Fabrikasi,Operator,Lise,28443,24,Iki Vardiya,Haftalik,0,1,25,36.96143865933932,11,3,4,4,5,5,0
MKE-10128,Beyaz,Erkek,41,Bekar,0,Mamaj,12,0,3,43,Nadiren,5,4,1,2,1,5,0,Satinalma,Muhendis,Lisans,59348,10,Yok,Yok,0,0,20,50.635391603098704,2,5,5,5,5,5,0
MKE-10129,Beyaz,Kadin,48,Evli,1,Mamaj,18,0,6,38,Seyahat Yok,10,3,7,2,0,1,0,Kalite Yonetim,Kidemli Muhendis,Lisans,65850,39,Yok,Yok,0,0,15,37.72389975170382,7,3,5,4,5,4,0
MKE-10130,Mavi,Erkek,50,Evli,2,Yenimahalle,12,0,0,17,Seyahat Yok,31,19,12,15,2,3,1,Gazi Fisek Fabrikasi,Basusta,Lise,55929,31,Iki Vardiya,Haftalik,0,6,24,50.820797546726894,11,5,4,4,5,3,0
MKE-10131,Beyaz,Erkek,31,Evli,2,Etimesgut,27,0,4,34,Seyahat Yok,6,3,3,1,1,2,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,72178,37,Yok,Yok,0,0,19,42.21239081649763,2,3,4,4,5,4,0
MKE-10132,Mavi,Erkek,29,Evli,2,MKE Lojmanlari,3,1,1,4,Seyahat Yok,8,2,6,1,1,2,0,Silah Fabrikasi,Atolye Ustasi,Lise,38736,28,Uc Vardiya,Haftalik,1,5,20,53.519332492237524,5,3,3,4,4,5,0
MKE-10133,Beyaz,Kadin,40,Bekar,0,Kalebasi,22,0,1,22,Siklikla,14,11,3,10,3,2,1,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,79467,24,Yok,Yok,0,0,21,33.88928592173256,11,1,4,4,4,3,0
MKE-10134,Mavi,Erkek,53,Evli,1,Yenimahalle,17,0,1,8,Seyahat Yok,26,22,4,21,1,3,3,Bakim Onarim,Atolye Ustasi,Lise,46430,32,Iki Vardiya,Haftalik,0,23,21,34.768149689772365,9,3,4,4,5,5,0
MKE-10135,Mavi,Erkek,38,Evli,2,Mamaj,25,0,0,9,Seyahat Yok,9,8,1,7,0,4,1,Bakim Onarim,Teknisyen,Lise,33066,17,Iki Vardiya,Haftalik,0,17,16,42.82242638797023,6,3,4,4,4,4,0
MKE-10136,Mavi,Erkek,51,Evli,2,Yenimahalle,13,0,1,7,Seyahat Yok,3,3,0,1,1,1,0,Muhimmat Fabrikasi,Operator,Lise,26719,31,Uc Vardiya,Aylik,0,5,22,36.316150765532164,5,1,5,4,4,3,0
MKE-10137,Beyaz,Erkek,34,Evli,3,Yenimahalle,53,0,5,42,Siklikla,1,1,0,0,0,2,0,Satinalma,Muhendis,Lisans,61344,30,Yok,Yok,0,0,22,45.38134133206035,6,3,4,4,5,2,0
MKE-10138,Beyaz,Erkek,42,Evli,1,Cankaya,40,0,4,49,Siklikla,16,7,9,3,1,4,0,AR-GE Tasarim,Takim Lideri,Yuksek Lisans,99536,13,Yok,Yok,0,0,24,35.936963918806434,12,3,5,4,5,3,0
MKE-10139,Mavi,Erkek,32,Bekar,0,MKE Lojmanlari,2,1,2,6,Seyahat Yok,7,3,4,0,0,1,0,Gazi Fisek Fabrikasi,Teknisyen,Lise,29732,28,Iki Vardiya,Haftalik,0,17,24,38.30513927368304,2,3,4,5,4,4,0
MKE-10140,Mavi,Erkek,58,Bekar,0,Yenimahalle,53,0,1,5,Seyahat Yok,4,2,2,1,1,1,0,Silah Fabrikasi,Teknisyen,Lise,30792,17,Iki Vardiya,Haftalik,0,1,21,54.62114359917735,8,3,4,5,4,1,0
MKE-10141,Mavi,Erkek,35,Evli,1,Kalebasi,31,0,0,15,Seyahat Yok,13,9,4,5,1,1,1,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,44557,26,Iki Vardiya,Aylik,0,9,23,51.40331247534358,2,3,5,5,4,4,0
MKE-10142,Mavi,Erkek,42,Evli,2,Cankaya,31,0,0,15,Seyahat Yok,20,17,3,5,4,2,1,Bakim Onarim,Atolye Ustasi,On Lisans,47602,20,Iki Vardiya,Haftalik,0,18,16,46.425762455852684,3,3,4,4,5,3,0
MKE-10143,Beyaz,Erkek,58,Evli,1,Kalebasi,15,0,2,35,Nadiren,29,5,24,3,2,3,0,AR-GE Tasarim,Takim Lideri,Yuksek Lisans,89393,32,Yok,Yok,0,0,21,31.25873817423383,4,3,3,4,4,5,0
MKE-10144,Mavi,Erkek,42,Bekar,0,Kalebasi,33,0,1,18,Seyahat Yok,15,1,14,0,0,2,0,Silah Fabrikasi,Basusta,Lise,46055,23,Iki Vardiya,Haftalik,0,14,21,50.590590268724334,11,4,5,4,4,3,0
MKE-10145,Mavi,Erkek,55,Bekar,0,MKE Lojmanlari,3,1,0,6,Seyahat Yok,26,15,11,1,1,4,0,Muhimmat Fabrikasi,Atolye Ustasi,Lise,43118,28,Iki Vardiya,Haftalik,0,3,16,47.03382533103372,10,3,5,5,5,4,0
MKE-10146,Mavi,Erkek,34,Evli,3,Mamaj,33,0,2,18,Seyahat Yok,6,2,4,1,1,3,0,Bakim Onarim,Teknisyen,Lise,30107,22,Uc Vardiya,Aylik,0,15,22,50.912462265450834,7,3,5,5,5,4,0
MKE-10147,Beyaz,Erkek,26,Bekar,0,Mamaj,53,0,2,32,Siklikla,1,1,0,0,0,1,0,Kalite Yonetim,Muhendis,Lisans,61453,8,Yok,Yok,0,0,21,36.85961513006469,10,3,4,4,4,1,1
MKE-10148,Beyaz,Kadin,25,Bekar,0,Yenimahalle,29,0,1,26,Nadiren,1,1,0,0,0,2,0,AR-GE Tasarim,Muhendis,Yuksek Lisans,61575,17,Yok,Yok,0,0,20,40.77459754802055,11,3,5,4,5,3,0
MKE-10149,Mavi,Erkek,49,Bekar,0,Cankaya,37,0,2,8,Seyahat Yok,2,1,1,0,0,2,0,Bakim Onarim,Operator,Lise,27096,25,Iki Vardiya,Haftalik,0,11,18,37.61505889435476,1,5,4,5,5,4,0
MKE-10150,Mavi,Erkek,39,Bekar,0,Mamaj,49,0,2,11,Seyahat Yok,3,1,2,0,0,1,0,Gazi Fisek Fabrikasi,Operator,Lise,25642,31,Iki Vardiya,Haftalik,0,15,20,42.82957709391947,8,2,3,4,4,1,0
MKE-10151,Mavi,Erkek,47,Evli,2,MKE Lojmanlari,1,1,0,19,Seyahat Yok,16,4,12,1,0,2,0,Bakim Onarim,Atolye Ustasi,Lise,39934,23,Iki Vardiya,Haftalik,0,10,18,33.847497617344345,4,4,5,4,5,3,0
MKE-10152,Beyaz,Erkek,40,Bekar,0,Yenimahalle,46,0,1,34,Seyahat Yok,2,1,1,0,0,2,0,IK,Uzman,Lisans,49081,23,Yok,Yok,0,0,22,32.639788649416,5,3,3,5,4,2,0
MKE-10153,Mavi,Kadin,52,Bekar,0,Etimesgut,39,0,1,10,Seyahat Yok,7,4,3,0,0,5,0,Gazi Fisek Fabrikasi,Operator,Lise,24447,11,Iki Vardiya,Haftalik,0,16,18,36.97345190183692,11,3,4,5,4,5,1
MKE-10154,Beyaz,Kadin,22,Bekar,0,Etimesgut,18,0,3,41,Seyahat Yok,1,1,0,0,0,2,0,Satinalma,Uzman,Yuksek Lisans,54641,15,Yok,Yok,0,0,14,49.14572598087275,2,5,4,4,4,4,0
MKE-10155,Beyaz,Erkek,34,Evli,2,Etimesgut,23,0,4,23,Seyahat Yok,8,1,7,0,0,2,0,Bilgi Teknolojileri,Uzman,Yuksek Lisans,42885,36,Yok,Yok,0,0,25,45.56830705732083,9,1,4,3,5,4,0
MKE-10156,Mavi,Erkek,52,Evli,1,Etimesgut,25,0,1,18,Seyahat Yok,14,2,12,0,0,3,0,Muhimmat Fabrikasi,Basusta,Lise,48553,25,Uc Vardiya,Haftalik,0,22,17,37.697159550406234,4,3,4,4,4,4,0
MKE-10157,Beyaz,Erkek,35,Bekar,0,MKE Lojmanlari,2,1,3,28,Nadiren,7,7,0,4,3,1,0,Satinalma,Uzman,Yuksek Lisans,56213,9,Yok,Yok,0,0,24,47.803426147015124,1,1,4,4,4,5,0
MKE-10158,Beyaz,Kadin,50,Evli,1,Yenimahalle,18,0,3,34,Nadiren,6,1,5,0,0,2,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,65838,33,Yok,Yok,0,0,16,38.17352560841688,1,4,4,4,5,4,1
MKE-10159,Mavi,Erkek,48,Evli,2,MKE Lojmanlari,1,1,1,13,Seyahat Yok,12,12,0,2,1,3,1,Bakim Onarim,Atolye Ustasi,On Lisans,47795,30,Iki Vardiya,Haftalik,0,19,16,44.639093219832546,12,3,5,4,5,5,0
MKE-10160,Mavi,Erkek,48,Evli,2,MKE Lojmanlari,3,1,0,15,Seyahat Yok,11,6,5,3,1,1,0,Silah Fabrikasi,Atolye Ustasi,Lise,41031,16,Iki Vardiya,Aylik,0,4,23,38.43257091168716,3,4,5,3,4,3,0
MKE-10161,Beyaz,Erkek,25,Bekar,0,Yenimahalle,35,0,3,47,Seyahat Yok,1,1,0,0,0,2,0,AR-GE Tasarim,Uzman,Lisans,56419,30,Yok,Yok,0,0,17,31.527616690490806,12,2,5,4,4,4,1
MKE-10162,Beyaz,Erkek,59,Evli,1,Mamaj,41,0,4,15,Nadiren,23,10,13,8,6,5,1,AR-GE Tasarim,Takim Lideri,Lisans,98866,21,Yok,Yok,0,0,20,51.797826532012635,3,3,3,4,4,2,0
MKE-10163,Mavi,Erkek,49,Evli,2,Etimesgut,18,0,0,4,Seyahat Yok,28,16,12,4,0,2,3,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,42735,37,Uc Vardiya,Aylik,0,7,23,38.14212005159883,6,5,5,3,5,4,0
MKE-10164,Beyaz,Erkek,54,Evli,1,Etimesgut,22,0,2,17,Seyahat Yok,10,5,5,0,0,5,0,Satinalma,Kidemli Muhendis,Doktora,70654,43,Yok,Yok,0,0,20,39.58038414868129,5,4,5,5,4,4,0
MKE-10165,Mavi,Erkek,45,Evli,3,Mamaj,35,0,0,13,Seyahat Yok,22,2,20,0,0,1,0,Bakim Onarim,Basusta,Lise,46913,35,Iki Vardiya,Haftalik,0,23,18,35.66931563299114,7,3,4,4,4,3,0
MKE-10166,Mavi,Erkek,33,Evli,1,Kalebasi,23,0,2,10,Seyahat Yok,15,6,9,1,1,4,0,Muhimmat Fabrikasi,Basusta,On Lisans,51567,33,Uc Vardiya,Haftalik,1,7,19,52.56909469911272,1,4,4,3,5,5,0
MKE-10167,Mavi,Erkek,38,Bekar,0,Etimesgut,35,0,0,11,Seyahat Yok,14,14,0,4,2,1,1,Muhimmat Fabrikasi,Atolye Ustasi,Lise,46133,47,Uc Vardiya,Haftalik,0,15,17,30.55546205063951,9,3,3,5,5,4,0
MKE-10168,Mavi,Erkek,46,Evli,2,Yenimahalle,26,0,0,4,Seyahat Yok,20,18,2,17,14,4,2,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,47560,23,Iki Vardiya,Haftalik,0,24,16,45.30689414234681,8,3,5,4,5,4,0
MKE-10169,Beyaz,Kadin,58,Evli,3,Mamaj,42,0,5,40,Siklikla,26,3,23,0,0,2,0,Bilgi Teknolojileri,Takim Lideri,Lisans,87331,12,Yok,Yok,0,0,21,40.227128715871906,6,2,4,4,5,2,1
MKE-10170,Mavi,Erkek,54,Evli,2,Yenimahalle,13,0,0,16,Seyahat Yok,21,7,14,2,2,3,0,Gazi Fisek Fabrikasi,Atolye Ustasi,Lise,40492,50,Uc Vardiya,Haftalik,0,16,14,36.533325447134594,5,2,3,4,4,4,0
MKE-10171,Beyaz,Erkek,27,Bekar,0,Cankaya,25,0,1,39,Seyahat Yok,1,1,0,0,0,1,0,IK,Muhendis,Doktora,59526,28,Yok,Yok,0,0,14,44.42792705969766,9,4,4,4,5,4,0
MKE-10172,Mavi,Erkek,54,Evli,2,Etimesgut,38,0,2,18,Seyahat Yok,34,16,18,12,12,5,1,Bakim Onarim,Basusta,Lise,50402,37,Uc Vardiya,Aylik,0,9,17,46.72191327601713,9,3,5,5,5,5,0
MKE-10173,Mavi,Erkek,26,Bekar,0,Yenimahalle,48,0,0,16,Seyahat Yok,7,5,2,4,3,2,0,Bakim Onarim,Teknisyen,On Lisans,34676,18,Iki Vardiya,Haftalik,0,3,23,42.50145647977717,12,4,4,5,4,2,0
MKE-10174,Beyaz,Erkek,42,Evli,2,Mamaj,46,0,2,25,Seyahat Yok,14,10,4,1,1,4,0,IK,Takim Lideri,Lisans,108798,10,Yok,Yok,0,0,19,45.90171050880564,6,3,4,4,4,2,0
MKE-10175,Mavi,Erkek,56,Evli,2,Etimesgut,15,0,2,14,Seyahat Yok,14,1,13,0,0,1,0,Gazi Fisek Fabrikasi,Basusta,Lise,46585,19,Iki Vardiya,Aylik,0,13,23,33.66737785037954,8,4,3,5,4,3,0
MKE-10176,Mavi,Erkek,55,Evli,2,MKE Lojmanlari,2,1,1,7,Seyahat Yok,28,3,25,0,0,2,0,Gazi Fisek Fabrikasi,Basusta,Lise,48280,20,Uc Vardiya,Haftalik,0,24,16,34.22146158425988,8,4,5,5,4,3,0
MKE-10177,Beyaz,Erkek,54,Bekar,0,Kalebasi,21,0,4,37,Nadiren,18,4,14,3,0,3,0,Kalite Yonetim,Takim Lideri,Yuksek Lisans,94587,35,Yok,Yok,0,0,15,52.15950904900354,6,3,4,5,4,4,0
MKE-10178,Beyaz,Erkek,53,Evli,2,Yenimahalle,32,0,1,44,Seyahat Yok,29,20,9,11,8,5,1,AR-GE Tasarim,Kidemli Muhendis,Lisans,75319,6,Yok,Yok,0,0,17,49.62659802616078,3,3,5,5,5,3,0
MKE-10179,Mavi,Kadin,55,Evli,1,Yenimahalle,16,0,2,17,Seyahat Yok,30,6,24,2,0,5,0,Muhimmat Fabrikasi,Basusta,Lise,49731,41,Uc Vardiya,Aylik,0,6,14,53.22019901719713,1,3,5,4,4,3,0
MKE-10180,Beyaz,Erkek,57,Evli,2,Kalebasi,50,0,6,44,Nadiren,6,6,0,0,0,5,0,Bilgi Teknolojileri,Muhendis,Lisans,59079,21,Yok,Yok,0,0,23,30.94244312287132,7,3,4,5,5,1,0
MKE-10181,Beyaz,Kadin,50,Evli,1,Yenimahalle,31,0,4,49,Seyahat Yok,21,14,7,7,2,4,2,AR-GE Tasarim,Kidemli Muhendis,Lisans,78172,26,Yok,Yok,0,0,19,50.19664114209953,3,5,5,5,5,5,1
MKE-10182,Beyaz,Erkek,38,Evli,2,Kalebasi,28,0,1,41,Seyahat Yok,6,6,0,2,0,4,0,AR-GE Tasarim,Kidemli Muhendis,Yuksek Lisans,86639,10,Yok,Yok,0,0,18,34.220250144614106,6,4,3,4,5,5,0
MKE-10183,Beyaz,Kadin,28,Evli,1,Cankaya,13,0,5,20,Seyahat Yok,4,3,1,2,2,2,0,Bilgi Teknolojileri,Uzman,Lisans,52387,24,Yok,Yok,0,0,16,40.33791325724898,7,3,5,4,4,5,0
MKE-10184,Beyaz,Kadin,48,Evli,1,Cankaya,48,0,2,21,Nadiren,25,5,20,4,1,3,0,Kalite Yonetim,Takim Lideri,Yuksek Lisans,90847,27,Yok,Yok,0,0,22,37.842578118928905,6,3,4,4,5,3,1
MKE-10185,Mavi,Erkek,33,Evli,1,Cankaya,20,0,2,8,Seyahat Yok,8,8,0,0,0,3,1,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,46283,45,Uc Vardiya,Haftalik,0,5,19,43.63725851237089,8,3,4,4,5,4,0
MKE-10186,Beyaz,Erkek,38,Evli,1,Kalebasi,44,0,1,43,Seyahat Yok,5,2,3,0,0,2,0,Bilgi Teknolojileri,Kidemli Muhendis,Lisans,68694,22,Yok,Yok,0,0,17,48.44819422497001,8,5,4,3,4,2,0
MKE-10187,Beyaz,Erkek,47,Evli,2,Yenimahalle,10,0,4,21,Siklikla,14,12,2,0,0,2,2,AR-GE Tasarim,Takim Lideri,Lisans,115497,30,Yok,Yok,0,0,17,51.12599122241606,1,4,3,4,5,4,0
MKE-10188,Mavi,Erkek,37,Bekar,0,Mamaj,10,0,1,15,Seyahat Yok,7,1,6,0,0,1,0,Silah Fabrikasi,Teknisyen,Lise,27198,21,Uc Vardiya,Haftalik,0,17,14,36.30432193738825,2,3,4,4,5,3,1
MKE-10189,Mavi,Erkek,38,Evli,1,Kalebasi,13,0,2,11,Seyahat Yok,16,12,4,6,3,2,1,Silah Fabrikasi,Atolye Ustasi,On Lisans,43648,31,Uc Vardiya,Haftalik,0,21,20,44.597982231528384,4,3,5,3,5,5,0
MKE-10190,Mavi,Erkek,44,Bekar,0,MKE Lojmanlari,2,1,1,15,Seyahat Yok,21,5,16,1,0,5,0,Muhimmat Fabrikasi,Basusta,Lise,49147,33,Uc Vardiya,Haftalik,0,12,20,31.32066715911805,10,3,3,5,5,4,0
MKE-10191,Mavi,Erkek,42,Evli,2,Etimesgut,16,0,0,13,Seyahat Yok,22,4,18,1,1,5,0,Silah Fabrikasi,Basusta,On Lisans,46831,55,Uc Vardiya,Haftalik,0,16,25,51.40002687232882,2,3,5,5,5,5,1
MKE-10192,Mavi,Kadin,45,Bekar,0,Cankaya,13,0,1,8,Seyahat Yok,23,7,16,4,3,4,0,Muhimmat Fabrikasi,Atolye Ustasi,On Lisans,38225,29,Uc Vardiya,Haftalik,0,24,22,42.0874521276701,11,3,5,5,5,5,1
MKE-10193,Mavi,Erkek,53,Evli,1,Yenimahalle,27,0,0,17,Seyahat Yok,26,25,1,22,6,1,4,Gazi Fisek Fabrikasi,Basusta,Lise,57654,37,Uc Vardiya,Haftalik,0,8,25,40.10604105267598,1,3,5,5,5,4,0
MKE-10194,Mavi,Erkek,58,Evli,1,Kalebasi,33,0,1,14,Seyahat Yok,30,19,11,11,7,2,0,Silah Fabrikasi,Basusta,Lise,55380,17,Iki Vardiya,Haftalik,0,12,25,39.42465418217104,6,5,4,3,4,5,0
MKE-10195,Mavi,Erkek,30,Evli,2,Mamaj,42,0,2,16,Seyahat Yok,5,5,0,4,1,2,0,Muhimmat Fabrikasi,Operator,On Lisans,27192,30,Uc Vardiya,Haftalik,0,5,18,33.69895835273515,11,3,1,1,2,2,0
MKE-10196,Beyaz,Kadin,52,Evli,3,Kalebasi,42,0,2,28,Seyahat Yok,21,10,11,0,0,4,0,AR-GE Tasarim,Kidemli Muhendis,Lisans,70159,38,Yok,Yok,0,0,24,36.88916940772946,1,5,4,4,5,3,1
MKE-10197,Mavi,Erkek,50,Evli,1,Kalebasi,16,0,2,16,Seyahat Yok,19,19,0,15,7,4,0,Silah Fabrikasi,Atolye Ustasi,On Lisans,49985,53,Uc Vardiya,Aylik,0,9,15,35.70828130921527,12,3,5,5,5,5,0
MKE-10198,Mavi,Erkek,38,Evli,1,MKE Lojmanlari,1,1,2,18,Seyahat Yok,16,11,5,6,1,1,1,Gazi Fisek Fabrikasi,Basusta,Lise,57141,43,Uc Vardiya,Haftalik,0,15,21,42.86224005780097,7,3,5,5,5,4,0
MKE-10199,Mavi,Erkek,51,Evli,1,MKE Lojmanlari,3,1,0,8,Seyahat Yok,3,2,1,1,0,1,0,Muhimmat Fabrikasi,Operator,Lise,27730,29,Iki Vardiya,Haftalik,0,16,14,51.44644458793722,2,3,3,4,5,5,0
